index,sid,text,polarity,file
399,-,سرعت فوکوس خودکار این دوربین بهترینی نیست که تا به حال دیده ایم.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
400,-,به خصوص اینکه اگر پیش از این از DSLR ها استفاده کرده باشید این موضوع را متوجه خواهید شد و این به دلیل بهره گیری این دوربین از سیستم فوکوس خودکار Contrast Detection به جای Phase Detection دوربین های DSLR است.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
401,-,اما X-Pro1 از سیستم فوکوس خودکاری 49 نقطه ای بهره می برد که در گریدی 7X7 قرار گرفته اند و در ضمن سایز هر نقطه ی فوکوس قابل تغییر است.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
402,-,بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.,+2,data/extra/Fujifilm X-Pro1_Hosseini.xml
403,-,همانطور که اشاره کردیم،  چشمی این دوربین یک چشمی اپتیکال معمولی نیست بلکه یک چشمی هیبریدی اپتیکال/الکترونیکی است.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
404,-,فوجی فیلم یک منشور داخل چشمی اپتیکال گالیله ای گذاشته که به کمک چشمی الکترونیکی می آید.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
405,-,این چشمی می تواند اطلاعات مختلفی را در عکاسی به شما نشان دهد.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
406,-,همچنین شما در حقیقت یک چشمی اپتیکال بزرگ و روشن خواهید داشت که مساحت بیشتری از آن چه واقعا در هنگام عکاسی در فریم ثبت می شود را با آن می توانید ببینید.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
407,-,این برای دیدن سوژه هایی که ممکن است به کادر شما وارد شوند خوب است.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
408,-,همچنین یک مستطیل نشان دهنده ی اختلاف منظر هم وجود دارد که می تواند حدود عکس واقعی که توسط سنسور تصویر ثبت می شود را با دقتی نسبتا خوب به شما نشان دهد.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
409,-,"از همه جالب تر اینکه شما می توانید به راحتی و به طور کامل بین استفاده از چشمی اپتیکال و الکترونیکی سویچ کنید تا به طور کامل تصویر یک چشمی الکترونیکی با رزولوشن 1,440,000 پیکسل برای شما به نمایش در آید.",+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
410,-,این تصویر دقیقا همان تصویری است که توسط سنسور تصویر دریافت می شود و بر روی نمایشگر پشت دوربین هم به نمایش در می آید و بنابراین هیچ گونه اختلاف منظری با عکس شما ندارد.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
411,-,در مورد عملکرد،  همانطور که گفتیم فوکوس خودکار واقعا بهترین نیست ولی در عین حال Shutter Lag هم وجود ندارد تا به محض فشردن دکمه ی شاتر عکس گرفته شود.,-1,data/extra/Fujifilm X-Pro1_Hosseini.xml
412,-,سرعت عکاسی پیاپی هم با 6 فریم بر ثانیه تا 40 عکس JPEG و 10 عکس RAW خیلی عالیست و بیشتر از دوربین های DSLR سطح مبتدی است.,+2,data/extra/Fujifilm X-Pro1_Hosseini.xml
413,-,اما پس از اینکه عکاسی پیاپی را برای تعداد زیادی عکس انجام دادید مدت نسبتا زیادی دوربین قفل می شود تا عکس ها بر روی کارت حافظه ذخیره شوند.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
414,-,همچنین اگر یک عکس Raw+JPEG بگیرید ذخیره ی آن بر روی کارت حافظه حدود 8 ثانیه به طول می انجامد که زیاد است.,-1,data/extra/Fujifilm X-Pro1_Hosseini.xml
415,-,اما خوشبختانه دوربین در این هنگام قفل نمی شود و می توانید عکس بعدی را هم بگیرید.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
416,-,از نظر کیفیت ساخت،  همانند دیگر دوربین های سری X فوجی فیلم،  این دوربین هم به طرز خیلی عجیبی متسحکم و خوش ساخت است.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
417,-,هیچ خمش یا تکانی در شاسی به چشم نمی خورد و صفحه های بالایی و پایینی هم از فلز آلیاژ منیزیوم ساخته شده اند.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
418,-,همچنین از چیزی که در نگاه نخست ممکن است به نظر برسد هم سبک تر است و با وزن تنها 450 گرم هم وزن X100 می باشد.,+1,data/extra/Fujifilm X-Pro1_Hosseini.xml
419,-,واقعا گوشي خوبيه شک نکنيد شگفت زده ميشيد اپديت 4.2 هم بزودي براش مياد همراه با سنس 5,+2,data/extra/HTC Butterfly.xml
420,-,htc   butterfly  به معناي واقعي يک گوشي سطح بالاست و ميتونه هر کاربري حتي حرفه اي  ها رو راضي کنه .,+2,data/extra/HTC Butterfly.xml
421,-,سخت افزار قدرتمند صفحه نمايش full hd با تراکم پيکسلي بالا دوربين بسيار با کيفيت بدنه مستحکم زيبا و خوش ساخت پشتيباني 4g  nfc و تنها ايراد کوچک ان باتري ميباشد که با مقدار صرفه جويي مي توان ان را کنترل نمود.,+2,data/extra/HTC Butterfly.xml
422,-,فکر کنم الان ارزش خريد رو داشته باشه قيمتش مناسب تر شده باتشکر از ديجي کالا,+1,data/extra/HTC Butterfly.xml
423,-,چرا با اينکه دوربينش هشته از اکسپريا زد يک ميليون گرونتره؟,0,data/extra/HTC Butterfly.xml
424,-,من خودم از طرفدارهاي htc هستم به نظرم گوشي فوق العاده اي هست و سايز صفحه نمايش مناسبه به نسبت نوت2 .,+1,data/extra/HTC Butterfly.xml
425,-,به نظرم از لحاظ قيمتي اگر در حد نوت 2 بود خوب بود.,+1,data/extra/HTC Butterfly.xml
426,-,اي کاش گوشي‌هاي هوشمند از ۴.,0,data/extra/HTC Butterfly.xml
427,-,۷ اينچ بيشتر نشه صفحشون..,0,data/extra/HTC Butterfly.xml
428,-,چون واقعاً از لحاظه ارگونومي دچار مشکل ميشن.,0,data/extra/HTC Butterfly.xml
429,-,گوشي بسيار زيبا و بسيار قوي و بسيار گروني!,+1,data/extra/HTC Butterfly.xml
430,-,هستش.,0,data/extra/HTC Butterfly.xml
431,-,اما صفحش خيلي‌ بزرگه به نظرم.,-1,data/extra/HTC Butterfly.xml
432,-,به نظر من xperia z ارزش خريدش از اين گوشي بالاتره منتظر هستم دي جي کالا بيارتش,+1,data/extra/HTC Butterfly.xml
433,-,خوش ساخت گران قيمت,0,data/extra/HTC Butterfly.xml
434,-,به نظر من اندرويد واسه اين گوشي بهتره چون ios محدوديت هايي داره که اندرويد نداره و توي ايران کاربرد بيشتري داره,+1,data/extra/HTC Butterfly.xml
435,-,من حتما ميخرم.,0,data/extra/HTC Butterfly.xml
436,-,به نظرم خوبه,+1,data/extra/HTC Butterfly.xml
437,-,بهتر از اين گوشي تا حالا نديدم تنها ضعفش اينه که باتريش قابل تعويض نيست و دوستان توجه داشته باشند که باتري اين گوشي ليتيوم پليمري است که شارژدهيش 1.5 تا 2 برابر بيشتر از باتريهاي ليتيوم يوني است؛ البته به Note II خودم که نميرسه.,+1,data/extra/HTC Butterfly.xml
438,-,دوست دارم زمان سريعتر بگذره تا گوشي مدل جديد htc يعني M7 (که جديداً ميگن قراره اسمش One باشه،  و قراره نوزدهم فوريه در نمايشگاه MWC 2013 در شهر بارسلون معرفي بشه) رو ببينم،  که تنها تفاوتش با اين گوشي در دوربين 13 مگاپيکسلي،  حافظه داخلي 32 گيگابايت (به همراه پشتيباني از کارتهاي حافظه Micro SD) و صفحه نمايش 4.7 اينچي با همان رزولوشن Full HD ولي مسلماً تراکم پيکسلي بالاتر (468ppi) به علت کوچکتر شدن صفحه نمايش مي باشد,+1,data/extra/HTC Butterfly.xml
439,-,آقاي abozar ameri،   در مورد باتري اينترنال (داخلي) :  1.,0,data/extra/HTC Butterfly.xml
440,-,تنها تعداد کمي از مدل هاي برند HTC باتري اينترنال دارند.,0,data/extra/HTC Butterfly.xml
442,-,در اکثر گوشي هاي HTC  که داراي باتري اينترنال هستند،  براي قطع اتصال  لحظه اي ولتاژ  ورودي از پاور،  يا اصطلاحا  ريست کردن،  کافيست دکمه هاي تنظيم صدا + دکمه پاور را براي لحظاتي نگه داريد.,0,data/extra/HTC Butterfly.xml
444,-,باتري اينترنال به معني اين نيست که بهيچ عنوان قابل تعويض نيست،  فقط از دسترس کاربر خارج است.,-1,data/extra/HTC Butterfly.xml
445,-,"همچنين درصورت عدم موجود بودن باتري در بازار،  با يک شبيه سازي ساده ""پيل"" و هزينه نه چندان زياد،  مشکل خرابي و تعويض باتري نيز قابل حل است.",+1,data/extra/HTC Butterfly.xml
447,-,تجربه نشان داده که باتري هاي اينترنال از عمر بيشتري برخوردار هستند.,+1,data/extra/HTC Butterfly.xml
448,-,پس باتري اينترنال اين گوشي نمي تواند بعنوان يک ضعف و عاملي براي عدم خريد آن باشد.,0,data/extra/HTC Butterfly.xml
450,-,نميدونم چرا بعضى ها نظر اشتباه ميدن تمام اسمارت فون هايى که باترى غير قابل تعويض دارن اگر يک درصد هم هنگ بکنند سيستمى دارند که اتوماتيک موبايل رو رى استارت ميکنه اين مورد رو براى htc مطمئنم.,+1,data/extra/HTC Butterfly.xml
451,-,با نگه داشتن کليد پاور براى چند لحظه موبايل خاموش ميشه.,0,data/extra/HTC Butterfly.xml
452,-,کل گوشيهايي که باطري قابل تعويض ندارن موقع هنگ با نگهداشتن دکمه پاور 7 ثانيه گوشي ريست ميشه  ممنون,+1,data/extra/HTC Butterfly.xml
453,-,سخت افزار گوشي فوق العاده ست اگه سيستم عامل اين گوشي ios بود ديگه معرکه بود .,+1,data/extra/HTC Butterfly.xml
454,-,برخلاف نظر يکي از دوستان؛ موقع هنگ کردن به آسوني ميشه ريست کرد کافيه دکمه ي ولوم بالا رو با دکمه ي پاور بگيري.,0,data/extra/HTC Butterfly.xml
455,-,اتفاقا باتريشم خوبه بنچمارک ها هم ببينيد بد نيست,0,data/extra/HTC Butterfly.xml
456,-,گوشي خوبيه از لحاظ  کيفيت ا چ دي.,+1,data/extra/HTC Butterfly.xml
457,-,اما متاسفانه زود داغ ميکنه صداي پخش موزيکش ضعيفه زوم دوربينش کيفيت پاييني داره.,-2,data/extra/HTC Butterfly.xml
458,-,اما الباقي کارهايش خوبه,+1,data/extra/HTC Butterfly.xml
459,-,در مقايسه با قيمت نمي ارزه.,-1,data/extra/HTC Butterfly.xml
460,-,اونم گوشي که مشابه سخت افزار شو ميشه تويه گوشي هاي ديگه پيدا کرد حتي بالاتر .,+1,data/extra/HTC Butterfly.xml
461,-,دوربين 8 مگا پيکسل باتري ضعيف GPU پايين البته نسبت به قيمتي که پرداخت کردين.,0,data/extra/HTC Butterfly.xml
462,-,دوستان توجه داشته باشيد که باطري گوشي هاي HTC قابل تعويض نيست و غير از اينکه شارژ را يکروزه خالي مي کند اگر گوشي شما هنگ کند نمي توانيد باطري را درآورده و دوباره جا بزنيد و مجبوريد متحمل خرج سنگين فلاش کردن گوشي توسط تعميرگاه شويد و تمام اطلاعات شما نيز با اين کار حذف خواهد شد پس فقط به بعضي از محاسن گوشي تکيه نکنيد و همه جوانب را بررسي بعد گوشي خود را انتخاب کنيد من اين را فقط بنابر تجربه 11 ساله خود در تعميرات موبايل توصيه مي کنم .,-1,data/extra/HTC Butterfly.xml
463,-,از نظر طراحي HTC مثل هميشه گل کاشته!,+1,data/extra/HTC Butterfly.xml
464,-,صداي با کيفيت بيت هم از همه بهتر سخت افزار قوي هم جزو بهترين ويژگي هاشه!,+1,data/extra/HTC Butterfly.xml
465,-,در ضمن باتريش خيلي هم خوبه!,+1,data/extra/HTC Butterfly.xml
466,-,HTC حتما ميدونسته که چنين باتري گذاشته .,0,data/extra/HTC Butterfly.xml
467,-,شايد مصرفش خيلي پايينه!,+1,data/extra/HTC Butterfly.xml
468,-,چندين ساله طرفدار پر و پا قرص اچ تي سي هستم اما قيمت باترفلاي فعلا به هيچ وجه رقابتي نيست و بي شک اگه با همين رويه بخواد ادامه بده (که بعيده) بازار خوبي رو نميتونه به خودش اختصاص بده,0,data/extra/HTC Butterfly.xml
469,-,اين گوشي باتري خيلي خوبي داره و ازمايششو پس داده,+1,data/extra/HTC Butterfly.xml
470,-,براي اينکه ببينيد باتري قابله تعويضه يا نه يه سر به سايتهاي معروف موبايل خارجي بزنيد.,0,data/extra/HTC Butterfly.xml
471,-,قابل تعويض نيست,0,data/extra/HTC Butterfly.xml
472,-,sony xperia z بهتر از butterfly هستش.,0,data/extra/HTC Butterfly.xml
473,-,از لحاض ابعاد.,0,data/extra/HTC Butterfly.xml
474,-,زيبايي.,0,data/extra/HTC Butterfly.xml
475,-,کيفيت ساخت.,0,data/extra/HTC Butterfly.xml
476,-,مقاومت و امکاناتي که سوني اضافه کرده.,0,data/extra/HTC Butterfly.xml
477,-,بدون شک بهترين گوشي اندرويدي توليد شده تا به امروز.,+1,data/extra/HTC Butterfly.xml
478,-,بر اساس تست هاي بنجمارک ميتوان گفت قدرتمندترين گوشي اندرويديست .,+1,data/extra/HTC Butterfly.xml
479,-,"(در مقايسه با xperia z , note 2 , one x + ) .",0,data/extra/HTC Butterfly.xml
480,-,ولي htc اين گوشي را به عنوان پرچمدار نميشناسد و پرچمدار خود را بعد از onex+ به  M7 تغيير داد.,+1,data/extra/HTC Butterfly.xml
481,-,که هنوز مشخصات زيادي از m7 در دست نيست .,0,data/extra/HTC Butterfly.xml
482,-,ولي در MWC پرده برداري خواهد شد.,0,data/extra/HTC Butterfly.xml
483,-,به نظر من Sony Xperia Z از HTC Butterfly خيلي بهتره دلايل برتري Z: دوربين جلو و دوربين عقب و مقدار باتري و نازک بودن گوشي و رنگ هاي متنوع و قيمت پايين تر و ..,+1,data/extra/HTC Butterfly.xml
484,-,واقعا عاليه!,+2,data/extra/HTC Butterfly.xml
485,-,نظر شخصي من اينه که اکسپريا هم از نظر ظاهر و هم خيلي زواياي ديگه (ضد آب،  ضد گرد و غبار،  عمر طولاني تر باتري،  دوربين حرفه اي تر،  صفه نمايش فول اچ دي و.,+1,data/extra/HTC Butterfly.xml
486,-,) از HTC Butterfly سره و کسي که اکسپرياZ رو بخره به هيچ وجه ضرر نکرده,-1,data/extra/HTC Butterfly.xml
487,-,بايد منتظر موند تا شرکت هاي ديگه هم گوشي هاي جديدشون رو ارائه کنن و بعد يه تصميم درست گرفت,0,data/extra/HTC Butterfly.xml
488,-,من خودم one x دارم و هنوز اينو نخريدم.,0,data/extra/HTC Butterfly.xml
489,-,ولي قبل اين يه گلکسي نوت داشتم که کلا نظرمو نسبت به سامسونگ عوض کرد.,0,data/extra/HTC Butterfly.xml
490,-,ولي اين گوشيم هم باطريش خوبه هم سرعتش فوق العادست هم قيافه و جنس بدنه اش عاليه.,+2,data/extra/HTC Butterfly.xml
491,-,انشا الله butterfly رو هم ميخريم ببينيم اين چي بيشتر از one  x  داره,0,data/extra/HTC Butterfly.xml
492,-,قيمش 2 برابر one x + هستش  ولي مشخصاتش زياد فرق نداره با اون.,-1,data/extra/HTC Butterfly.xml
493,-,من خودم عاشق محصولات htc هستم ولي شايد با اين قيمت ترجيح بدم يک Iphone 5 با بهترين سيستم عاملش تو جيبم داشته باشم.,-1,data/extra/HTC Butterfly.xml
495,-,گوشي فوق العاده اي هست واقعا بي رقيبه دوستاني هم که در مورد باطري صحبت ميکنن بهتره قبلش نتايج مصرف باطري اين گوشي رو ببينن مهم فقط اين نيست که مقدار امپر بالا باشه.,+2,data/extra/HTC Butterfly.xml
496,-,ميشه با بهينه سازي سخت افزاري و نرم افزاري مصرف رو کاهش داد.,+1,data/extra/HTC Butterfly.xml
497,-,نتايج مصرف اين گوشي که کاملا قابل قبوله.,+1,data/extra/HTC Butterfly.xml
499,-,من به نظرم نوت 2 خيلي بيشتر از اين مي ارزه چرا که هم قيمتش کمتره و هم باطري قوي تري داره و کيفيت عکس هايي که سامسونگ ميگيره خيلي بهتر از دوربين گوشي هاي اچ تي سي هست.,-1,data/extra/HTC Butterfly.xml
500,-,در ضمن در مورد باطري اين رو هم بگم که مسلما باطري ضعيفه چون اين توان انرژي رساني به صفحه نمايش با اين همه تعداد پيکسل رو  که خودش هم از جنس ال سي دي و پر مصرف هست رو تا بيشتر از 5 يا 6 ساعت نداشته باشه.,-1,data/extra/HTC Butterfly.xml
501,-,سلام صرفا به خاطر پايين بودن ميلي آمپر ساعت باتري نميتونيم بگيم باتريش ضعيفه يا نه مثلا همين چند وقت پيش بعضيا ميگفتن توي xperia p  باتري 1305 واسه صفحه نمايش 4 خيلي ضعيفه ولي وقتي گوشيو گرفتم ديدم  اصلا اينطور نيست واقعا جواب ميده حالا يه برندي مثل htc  که نمياد اين غول جديدشو فقط به خاطر باتري از بقيه برندها عقب بندازه حتما تست کردن ديدن جواب ميده,+1,data/extra/HTC Butterfly.xml
502,-,گوشي خوبي هستش ولي cpu 1.5-ولي HTC ONE X PLUS 1.7 هستش,+1,data/extra/HTC Butterfly.xml
503,-,اين گوشي باطريش قابل تعويض نيست و همچنين راديو ندارد ضمن اينکه ظرفيت باطريش خيلي کمه و زود شارژ خالي ميکنه و هميشه بايد يک شارژ در برق همراهتان بکشيد اينور و آنور معلوم نيست چرا HTC اين عيوب آشکار را در گوشي هاي جديدش برطرف نمي کنه و مشکل همچنان ادامه داره .,-1,data/extra/HTC Butterfly.xml
504,-,در اين گوشي مشکل باتري وجود نداره چون علاوه بر اينکه فوق کم مصرف هست قابليت تعويض باتري توسط کاربر رو هم داره!,+1,data/extra/HTC Butterfly.xml
505,-,اگه يه باطري قويتر هم براش ميذاشتن تا يه سال فرمانروايي ميکرد!,+1,data/extra/HTC Butterfly.xml
506,-,فوق العادس,+1,data/extra/HTC Butterfly.xml
507,-,اچ تي سي هرگز گوشي بد نميزنه ولي با اين حال بازم به پاي XPERIA Z نميرسه سوني توي اکسپريا زد دوربين 13 گذاشته ولي اين دوربينش 8 و باتري اکسپريا زد 2330 ولي اين 2020 ولي در باقي امکانات سخت افزاري اين گوشي همانند اکسپريا زد هستش,0,data/extra/HTC Butterfly.xml
508,-,گوشي فوق العاديه ولي امان از اچ تي سي و داستان دنباله دار باطري .,+1,data/extra/HTC Butterfly.xml
509,-,با توجه به اينکه سي پي يو از نوع KRAIT هستش مطمئنا فوق العادست.,+1,data/extra/HTC Butterfly.xml
510,-,سلام به همه ي دوستان من همين امروز اين گوشي به دستم رسيد.,0,data/extra/HTC Butterfly.xml
511,-,ميتونم بگم اولين بار که به دستم گرفتمش واقعاحس بسيار خوبي بهم داد صفحه نمايش بزرگ کيفيت ساخت عالي بدنه ي يکپارچه و خوش دست و.,+2,data/extra/HTC Butterfly.xml
512,-,لازمه که اشاره کنم برخلاف عقايد برخي ازدوستان باتري اين گوشي درحد بسيارخوبي عمل ميکنه من ازصبح تا حالا دارم باهاش کار ميکنم ولي باتري هنوز نصف نشده.,+1,data/extra/HTC Butterfly.xml
513,-,هرجور بازي و برنامه اي که دلتون بخواد اجراميکنه سرعت گوشي انقدر زياده که تصورشم براي آدم مشکله.,+2,data/extra/HTC Butterfly.xml
514,-,و در آخر به جرات ميتونم بگم که تابحال باهيچ گوشي به خوشدستي وسرعت بالايي مثل اين کار نکرده بودم و  در خريد اين گوشي يک لحظه هم درنگ نکنيد.,+1,data/extra/HTC Butterfly.xml
515,-,دوستاني که مشکل باتري ميگن فقط به عدد و رقم نگاه ميکنن!,0,data/extra/HTC Butterfly.xml
516,-,ايفون 5 هم باتري 1400 داره.,0,data/extra/HTC Butterfly.xml
517,-,تست گوشي رو در سايتهاي خارجي ببينيد ميفهميد که اصلا هم باتري ضعيفي نداره.,+1,data/extra/HTC Butterfly.xml
518,-,11:07 ساعت مکالمه 6:40 ساعت وب گردي و  7:30 ساعت پخش فيلم اصلا کم نيست.,+1,data/extra/HTC Butterfly.xml
519,-,در مجموع هم امتياز 49 ساعت کسب کرده.,+1,data/extra/HTC Butterfly.xml
520,-,محض اصلاع دوستان اس3 امتياز 50 ساعت داره و نکسوس 4 32 ساعت!,+1,data/extra/HTC Butterfly.xml
521,-,به نظر من سوني اکسپريا زد از اين گوشي بهتره: 1:باتري بهتر 2:گواهي IP57 3:باربکي 7.9MM 4:دوربين 13 مگاپيکسل,-1,data/extra/HTC Butterfly.xml
522,-,اين گوشي غوليه واسه خودش ، عاليه  کانفيگ بالا طراحي زيبا .,+2,data/extra/HTC Butterfly.xml
523,-,واقعا گوشيه خارق العاده ايه اما بنظرم قيمتش کمي بالاست,+1,data/extra/HTC Butterfly.xml
524,-,گوشي بسيار خوبي هستش چه از نظر سخت افزاري و چه از نظر زيبايي و.,+1,data/extra/HTC Butterfly.xml
525,-,ولي يه سوال پيش مياد که آيا اين گوشي توانايي مقابله در برابر گوشي هاي سامسونگ يا اپل را دارد؟,0,data/extra/HTC Butterfly.xml
526,-,شايد اين گوشي از نظر کيفيت صفحه نمايش فعلا تک باشه اما super amoled هاي سامسونگ و retina  اپل چيزي رو واسه گفتن نميذاره!,0,data/extra/HTC Butterfly.xml
528,-,در جواب دوستاني که ميگن باتري اين گوشي ضعيفه بگم که باتري اين گوشي 2020 ليتيوم پليمري هستش.,0,data/extra/HTC Butterfly.xml
529,-,در مورد وان ايکس هم همين حرف ها گفته مي شد که باتريش ضعيفه اما من يکي از دوستام داشت و وقتي باهاش کار مي کنم مثل بقيه ي گوشي هاي اندرويدي باتري مصرف ميکنه.,+1,data/extra/HTC Butterfly.xml
530,-,نميگم باتريش خيلي خوبه ولي بد هم نيست.,+1,data/extra/HTC Butterfly.xml
531,-,واقعا حرف نداره و به نظر من  اگه اندرويد ٤.,+2,data/extra/HTC Butterfly.xml
532,-,١ با سخت افزارش کاملا روان باشه مي تونه از آيفون ٥ هم بهتر باشه چون گوشي هاي اچ تي سي از بهترين کيفيت ساخت برخوردارن و رابط کاربري بسيار عالي دارن و به نظر من بهترين گوشي هاي اندرويدي رو همين htc ميزنه حتي سامسونگ هم به اون نمي رسه چون از جنس بدنه ي بدي برخورداره  .,+1,data/extra/HTC Butterfly.xml
533,-,به نظر من گوشي سوني xperia Z سر تر از htc است.,-1,data/extra/HTC Butterfly.xml
534,-,به نظر من که عاليه با صفحه نمايش فوق العاده، سخت افزار و نرم افزار عالي ولي به نظر من باتريش ضعيفه و مهم ترين رقيباش Galaxy note II و Xperia zl است.,+1,data/extra/HTC Butterfly.xml
535,-,GALAXY S3 با اين که سخت افزارش از اين کمتره و مخصوصا صفحه نمايشش بسيار کم مصرف تر از اين هست باتري 2100MA داره.,+1,data/extra/HTC Butterfly.xml
536,-,حالا اين گوشي با اين سخت افزار واقعاً 2020MA براش کمه به نظرم.,0,data/extra/HTC Butterfly.xml
537,-,حداقل 2500MA.,0,data/extra/HTC Butterfly.xml
538,-,عاليه فقط حيف که باطريش تعويض نميشه,+1,data/extra/HTC Butterfly.xml
539,-,به جرئت ميگم در حال حاضر اين قدرتمندترين دستگاه قابل حمل موجود بر پايه معماري ARM هست.,+1,data/extra/HTC Butterfly.xml
540,-,و هنوز گرافيک و سي پي يو بهتري مخصوص دستگاه هاي قابل حمل معرفي نشده.,0,data/extra/HTC Butterfly.xml
541,-,ميشه گفت اين نسل بعد گوشي هاست.,0,data/extra/HTC Butterfly.xml
542,-,"گرافيک Adreno 320 به کار رفته در اون دو برابر گرافيکهاي معمول مانند Mali400, Tegra 3 کارايي داره و سي پي يو 4 هسته اي با معماري جديد Krait اون فراتر از نياز اين دوره زماني هست.",+1,data/extra/HTC Butterfly.xml
543,-,در امکانات جانبي و حافظه رم هم که هيچي کم و کاستي نداره.,+1,data/extra/HTC Butterfly.xml
544,-,ولي متاسفانه اين گوشي دو ايراد اساسي داره.,0,data/extra/HTC Butterfly.xml
545,-,يکي باتري کم ظرفيت که البته به خاطر تکنولوژي هاي روز به کار رفته در پردازنده اون احتمالاً مصرف کننده رو راضي نگه ميداره و ايراد اساسي دوم اون قيمت بسيار  بالاست که ميتونه خيلي ها رو از خريدش منصرف کنه.,-1,data/extra/HTC Butterfly.xml
546,-,گرچه اگر بخوايد بهترين رو داشته باشيد(نه يکي از بهترينا ،  بهترين منظورمه) اين گوشي انتخاب اول و آخره.,+1,data/extra/HTC Butterfly.xml
547,-,البته شک نکنيد که در ماه هاي آينده شاهد گوشي هاي مشابه از برند هاي ديگه خواهيم بود.,0,data/extra/HTC Butterfly.xml
548,-,يکي از اونا asus padfone 2  هست که مزيت اون وجود تبلت مجزا و ضميمه شدن گوشي به اون هست.,+1,data/extra/HTC Butterfly.xml
549,-,البته هنوز تو بازارهاي جهاني به صورت عمده عرضه نشده.,0,data/extra/HTC Butterfly.xml
550,-,به نظر من بهترين گوشيه لمسيه  ..,+1,data/extra/HTC Butterfly.xml
551,-,کسايي که اندرويد رو با اچ تي سي تجربه کردن ميدونن من چي ميگم.,0,data/extra/HTC Butterfly.xml
552,-,من سامسونگ و سوني هم داشتم و الان هم تب 7.7 دارم پس تعصبي رو مارک ندارم.,0,data/extra/HTC Butterfly.xml
553,-,ولي واقعا سنس يه چيزه ديگست.,0,data/extra/HTC Butterfly.xml
554,-,و جنس اچ تي سي.,0,data/extra/HTC Butterfly.xml
555,-,اين امکاناتي که من تو اين مدل ميبينم فقط ميتونم بگم کاش ارزون باشه که همه بتونن لذت ببرن.,+1,data/extra/HTC Butterfly.xml
556,-,بدنه باريک و با کيفيت.,+1,data/extra/HTC Butterfly.xml
557,-,يکي از بهترين صفحه نمايش هايي که از نظر غلظت رنگ و رزولوشن داره.,+1,data/extra/HTC Butterfly.xml
558,-,تا قبل از ديروز اين گوشي بهترين بود ولي از امروز به بعد رقيب سر سختي چون xperia Z است که انصافا هر دوي اونها عالي اند.,+1,data/extra/HTC Butterfly.xml
559,-,گوشيه فوق العاده ايه  هم از لحاظ ظاهر و هم از نظر قطعات و رقيب تازه اي به نام XPERIA Z هم پيدا شده براش ولي برند HTC يه چيز ديگست,+1,data/extra/HTC Butterfly.xml
560,-,خيلي حيف شد!,0,data/extra/HTC Butterfly.xml
561,-,چون: 1- باتريش قابل تعويض نيست.,-1,data/extra/HTC Butterfly.xml
562,-,2- ديجي کالا تو معرفي برترين گوشيهاي 2012 مقايسش نکرد.,0,data/extra/HTC Butterfly.xml
563,-,در ضمن اصلاح ميکنم که شارژدهي باتري در حد متوسطي قرار داره و ضعيف نيست.,0,data/extra/HTC Butterfly.xml
564,-,زيبا ولي بزرگ,+1,data/extra/HTC Butterfly.xml
565,-,گوشيه فوق العاده ايست.,+1,data/extra/HTC Butterfly.xml
566,-,چقدر خوبه که ميکرو اس دي هم ميخوره.,+1,data/extra/HTC Butterfly.xml
567,-,ولي امان از دست اين باطريش.,-1,data/extra/HTC Butterfly.xml
568,-,ضعيفه!,-1,data/extra/HTC Butterfly.xml
569,-,بايد صبر کنيم ببينيم گوشي هاي فول اچ دي کمپاني هاي ديگه مثل سامسونگ چجورن.,0,data/extra/HTC Butterfly.xml
570,-,قطعاً از لحاظ باتري ضعف ندارند.,+1,data/extra/HTC Butterfly.xml
571,-,نميدونم چرا اچ تي سي ميخواد فقط نوپا باشه نه بهترين..,-1,data/extra/HTC Butterfly.xml
573,-,واقعا از htc چيزي کمتر از اين انتظار نميرفت.,+1,data/extra/HTC Butterfly.xml
574,-,صفحه نمايش بسيار قدرتمندي داره و شبکه هاي ارتباطيش بسيار خوب هستند.,+2,data/extra/HTC Butterfly.xml
575,-,جزو معدود گوشي هاي با رم2 گيگ که اجراي عالي فرامين رو تضمين ميکنه.,+1,data/extra/HTC Butterfly.xml
576,-,جنس بدنه هم که واقعا محشره که با اولين کار باهاش ميشه فهميد که htc واقعا يه غول در برابر ديگر شرکت هاست.,+1,data/extra/HTC Butterfly.xml
577,-,ولي چيزيه که ممکنه يه خرده ناراحت کننده باشه باطريش هست که در مقابل اين صفحه نمايش و اين تراکم پيکسلي و سخت افزار زياد دوام نمياره.,-1,data/extra/HTC Butterfly.xml
